Frame Number,Number of Clusters
0,0
1,0
2,2
3,2
4,1
5,1
6,1
7,2
8,3
9,2
10,2
11,2
12,2
13,1
14,4
15,2
16,3
17,3
18,2
19,2
20,1
21,0
22,2
23,4
24,6
25,7
26,4
27,3
28,2
29,6
30,4
31,5
32,5
33,3
34,7
35,4
36,5
37,6
38,4
39,5
40,4
41,7
42,2
43,8
44,9
45,6
46,4
47,6
48,3
49,6
50,7
51,7
52,6
53,4
54,5
55,4
56,8
57,7
58,7
59,9
60,8
61,6
62,8
63,5
64,9
65,8
66,6
67,10
68,10
69,8
70,10
71,10
72,4
73,6
74,9
75,9
76,8
77,9
78,9
79,9
80,7
81,12
82,9
83,7
84,6
85,7
86,7
87,9
88,6
89,11
90,11
91,11
92,11
93,11
94,9
95,11
96,11
97,10
98,9
99,11
100,13
101,12
102,9
103,10
104,10
105,11
106,10
107,9
108,12
109,12
110,12
111,10
112,13
113,11
114,11
115,11
116,10
117,12
118,12
119,14
120,10
121,10
122,10
123,13
124,11
125,10
126,11
127,11
128,10
129,9
130,10
131,13
132,12
133,10
134,10
135,9
136,12
137,11
138,9
139,14
140,10
141,12
142,11
143,11
144,16
145,11
146,9
147,11
148,10
149,9
150,14
151,10
152,13
153,11
154,13
155,12
156,13
157,11
158,10
159,12
160,12
161,13
162,14
163,13
164,11
165,10
166,10
167,14
168,13
169,16
170,16
171,12
172,14
173,12
174,14
175,14
176,13
177,14
178,14
179,14
180,14
181,13
182,15
183,16
184,13
185,9
186,15
187,13
188,12
189,12
190,14
191,14
192,10
193,11
194,11
195,15
196,14
197,14
198,13
199,10
200,12
201,13
202,15
203,10
204,11
205,16
206,12
207,12
208,11
209,13
210,13
211,12
212,15
213,13
214,12
215,13
216,13
217,13
218,12
219,14
220,14
221,13
222,13
223,14
224,13
225,12
226,15
227,12
228,16
229,13
230,15
231,15
232,11
233,13
234,13
235,15
236,14
237,11
238,13
239,14
240,12
241,13
242,13
243,14
244,12
245,13
246,11
247,16
248,11
249,11
250,13
251,15
252,12
253,13
254,15
255,13
256,15
257,14
258,14
259,16
260,13
261,12
262,14
263,10
264,13
265,13
266,13
267,11
268,12
269,9
270,14
271,11
272,16
273,16
274,16
275,13
276,12
277,17
278,17
279,11
280,13
281,13
282,12
283,14
284,12
285,12
286,14
287,13
288,16
289,15
290,14
291,17
292,15
293,15
294,15
295,15
296,14
297,15
298,15
299,16
300,13
301,16
302,13
303,18
304,15
305,13
306,11
307,13
308,15
309,16
310,14
311,14
312,13
313,15
314,15
315,14
316,16
317,13
318,14
319,18
320,11
321,13
322,13
323,14
324,16
325,13
326,15
327,14
328,13
329,14
330,11
331,15
332,14
333,14
334,15
335,13
336,12
337,13
338,12
339,14
340,15
341,13
342,12
343,10
344,11
345,13
346,12
347,10
348,15
349,14
350,19
351,17
352,12
353,11
354,13
355,13
356,11
357,11
358,10
359,12
360,13
361,13
362,15
363,13
364,12
365,15
366,14
367,13
368,14
369,13
370,12
371,15
372,16
373,13
374,11
375,13
376,13
377,15
378,11
379,9
380,10
381,10
382,17
383,10
384,12
385,13
386,13
387,13
388,16
389,17
390,10
391,15
392,16
393,12
394,13
395,14
396,12
397,11
398,16
399,10
400,14
401,14
402,15
403,13
404,11
405,11
406,12
407,16
408,14
409,10
410,15
411,10
412,12
413,12
414,11
415,11
416,12
417,14
418,15
419,13
420,14
421,12
422,13
423,12
424,14
425,15
426,12
427,11
428,15
429,15
430,14
431,10
432,14
433,12
434,12
435,10
436,12
437,13
438,10
439,9
440,8
441,7
442,8
443,12
444,14
445,10
446,10
447,12
448,8
449,12
450,13
451,10
452,14
453,11
454,13
455,11
456,13
457,6
458,11
459,13
460,10
461,9
462,11
463,10
464,10
465,12
466,10
467,12
468,12
469,14
470,11
471,13
472,15
473,13
474,12
475,11
476,11
477,13
478,12
479,12
480,13
481,13
482,12
483,12
484,15
485,12
486,13
487,12
488,12
489,11
490,12
491,11
492,12
493,11
494,11
495,12
496,9
497,9
498,12
499,11
500,13
501,12
502,13
503,12
504,11
505,10
506,11
507,11
508,12
509,13
510,12
511,13
512,13
513,11
514,14
515,11
516,12
517,15
518,11
519,12
520,14
521,12
522,11
523,17
524,13
525,10
526,14
527,9
528,11
529,14
