Frame Number,Number of Clusters
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,1
61,1
62,0
63,0
64,0
65,0
66,1
67,0
68,1
69,1
70,2
71,0
72,1
73,0
74,1
75,1
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,1
84,0
85,2
86,0
87,1
88,0
89,1
90,0
91,0
92,2
93,1
94,0
95,0
96,0
97,1
98,2
99,2
100,1
101,1
102,1
103,1
104,0
105,3
106,1
107,1
108,3
109,2
110,0
111,1
112,1
113,2
114,1
115,1
116,1
117,2
118,2
119,1
120,3
121,2
122,0
123,2
124,2
125,1
126,1
127,0
128,3
129,3
130,3
131,1
132,1
133,3
134,1
135,2
136,4
137,1
138,0
139,2
140,4
141,2
142,2
143,3
144,3
145,4
146,4
147,4
148,2
149,1
150,2
151,1
152,1
153,1
154,2
155,3
156,3
157,4
158,3
159,1
160,1
161,3
162,1
163,5
164,3
165,2
166,4
167,3
168,1
169,0
170,3
171,7
172,6
173,5
174,3
175,0
176,2
177,3
178,3
179,1
180,2
181,2
182,3
183,4
184,5
185,3
186,2
187,2
188,5
189,3
190,2
191,4
192,2
193,4
194,3
195,3
196,2
197,2
198,4
199,4
200,4
201,2
202,2
203,4
204,4
205,3
206,6
207,4
208,4
209,3
210,4
211,3
212,4
213,5
214,4
215,5
216,2
217,3
218,3
219,3
220,5
221,4
222,3
223,1
224,5
225,3
226,4
227,4
228,2
229,4
230,2
231,2
232,4
233,2
234,2
235,2
236,4
237,3
238,3
239,3
240,2
241,2
242,2
243,2
244,2
245,3
246,3
247,2
248,3
249,1
250,2
251,2
252,1
253,3
254,3
255,3
256,3
257,6
258,3
259,2
260,4
261,1
262,3
263,6
264,4
265,3
266,2
267,7
268,3
269,3
270,4
271,4
272,2
273,3
274,4
275,4
276,1
277,2
278,6
279,4
280,4
281,4
282,3
283,4
284,1
285,3
286,3
287,5
288,4
289,5
290,4
291,2
292,1
293,3
294,3
295,4
296,4
297,3
298,3
299,3
300,3
301,3
302,5
303,2
304,2
305,3
306,3
307,4
308,4
309,4
310,5
311,5
312,5
313,5
314,4
315,6
316,4
317,5
318,4
319,5
320,5
321,5
322,4
323,5
324,5
325,3
326,4
327,6
328,5
329,6
330,6
331,4
332,4
333,6
334,4
335,4
336,6
337,5
338,4
339,6
340,2
341,6
342,4
343,4
344,4
345,5
346,3
347,5
348,5
349,3
350,3
351,3
352,7
353,2
354,4
355,3
356,3
357,4
358,5
359,2
360,3
361,3
362,5
363,5
364,4
365,4
366,3
367,3
368,3
369,3
370,4
371,2
372,6
373,5
374,4
375,6
376,4
377,3
378,3
379,3
380,5
381,4
382,5
383,6
384,6
385,5
386,6
387,5
388,4
389,6
390,5
391,5
392,4
393,5
394,3
395,4
396,5
397,7
398,5
399,4
400,6
401,3
402,4
403,4
404,6
405,5
406,5
407,5
408,5
409,5
410,3
411,4
412,6
413,4
414,7
415,4
416,3
417,3
418,4
419,4
420,6
421,3
422,3
423,3
424,6
425,3
426,4
427,4
428,3
429,3
430,3
431,3
432,4
433,2
434,3
435,2
436,5
437,3
438,6
439,6
440,4
441,3
442,5
443,6
444,4
445,5
446,4
447,3
448,5
449,5
450,6
451,2
452,4
453,6
454,4
455,5
456,4
457,5
458,4
459,4
460,6
461,5
462,3
463,4
464,5
465,4
466,5
467,6
468,5
469,4
470,4
471,6
472,3
473,6
474,4
475,4
476,3
477,3
478,4
479,5
480,5
481,2
482,3
483,5
484,6
485,3
486,7
487,3
488,5
489,6
490,5
491,6
492,4
493,5
494,4
495,6
496,5
497,3
498,6
499,5
500,4
501,5
502,6
503,5
504,5
505,6
506,6
507,4
508,6
509,6
510,5
511,4
512,6
513,5
514,5
515,7
516,4
517,5
518,5
519,4
520,5
521,5
522,7
523,5
524,6
525,5
526,6
527,5
528,6
529,5
