Distance (Å),Window 1,Window 2,Window 3,Window 4
150.5,1.0619230065040564,0.814207630465284,0.42677922128044377,0.5784238241436821
151.5,1.0450846230982014,0.7696161532354815,0.4224962057397,0.5639263199946066
152.5,1.0246608586455799,0.7293793300364031,0.4198539149252271,0.5483403821251235
153.5,1.0026276453843987,0.6928728485846554,0.41823621162976515,0.5314852138777718
154.5,0.978178893577467,0.6588413422453953,0.4163746064283715,0.5157901961214314
155.5,0.9532553255574242,0.627241522014387,0.41555998656579013,0.49969044504507676
156.5,0.9278688104912659,0.597006768768038,0.4148412596756333,0.4841399002364406
157.5,0.9014606970772541,0.5684567857522914,0.4146018563531657,0.469573992170185
158.5,0.875281170162239,0.5426550444908751,0.4140538621705636,0.45521036926895114
159.5,0.8500583154525833,0.5173496715084792,0.4139549796271132,0.4417396653110137
160.5,0.8238236184640483,0.4953129733155952,0.41293732771594754,0.42949436765789417
161.5,0.7992354023191517,0.47400022538279163,0.4134429189652882,0.4174108152713939
162.5,0.7744455454916568,0.4554810057158395,0.41257672985678234,0.4044497399234573
163.5,0.7504668264478873,0.4385569998134178,0.41236593080740863,0.39189455445038285
164.5,0.726366656109361,0.4232036764547847,0.4122961874792295,0.37923610130794233
165.5,0.7029927178929201,0.409278759255958,0.4121444544276216,0.3658496909596813
166.5,0.6802869206918524,0.39795286826100196,0.41348741193061334,0.3516201525234791
167.5,0.6581145897615936,0.38720132673967694,0.41512502790417666,0.3372623277444216
168.5,0.6369278404018519,0.37809934866724093,0.4163937916843926,0.32353445463357067
169.5,0.6158121238703812,0.3696695659193235,0.41978638984819133,0.30940665483229246
170.5,0.594916990096051,0.3628701208470377,0.42241167737938956,0.2961454453183947
171.5,0.5753046653952305,0.35667821228846214,0.42571207188703225,0.2833279495748703
172.5,0.5554364292888108,0.3512700044362712,0.4289298254921445,0.27043169451853677
173.5,0.534852810669671,0.3459419332606058,0.43145249631490545,0.25915216695034315
174.5,0.5154475367743663,0.3415847791814164,0.43320952340713065,0.24747703089037035
175.5,0.4954688242762183,0.3371776090760451,0.4347395356675153,0.23684099457111205
176.5,0.4759468313512969,0.33347168441082964,0.43511592054205084,0.2266247797819337
177.5,0.457193409372002,0.32948452201875905,0.4349357757189425,0.21678751983216463
178.5,0.43845588094246335,0.32527923564622363,0.43402544760025025,0.20781609533743428
179.5,0.420512067802059,0.32166383213510835,0.43128846043033225,0.19858127885541688
180.5,0.4031515393419579,0.31709474920077013,0.4291471324871996,0.18990043957341265
181.5,0.38581056615421555,0.3119922543516513,0.42581876614439107,0.18140817267530526
182.5,0.3697468126779736,0.3072653845551167,0.42124175108804585,0.17323841017652128
183.5,0.35362735946846857,0.3019773702314042,0.4160203707477641,0.1650767044854497
184.5,0.33829408874043904,0.2964453000336247,0.4099299472257007,0.15685232884117772
185.5,0.32313043706686434,0.2901126259869702,0.4030422874197386,0.14896219648694506
