Distance (Å),Window 1,Window 2,Window 3,Window 4
163.5,0.7288066881838778,0.6286232540262339,0.9424386396326175,0.9166409448384835
164.5,0.7157212123061945,0.6240692568404372,0.9423907460933305,0.8999356966539735
165.5,0.7029313204859221,0.6193527808340887,0.9404016769440436,0.8848489814577066
166.5,0.6893794826879891,0.6140582721752706,0.9373502494949033,0.8685171523522884
167.5,0.6753633056140743,0.6080469849878823,0.9320754190643894,0.852349989978888
168.5,0.6634791732760712,0.6015794537671137,0.9271724732579015,0.8377333593258179
169.5,0.6494434678765333,0.5939933202233488,0.9182496008453945,0.821156446781057
170.5,0.6367569604859841,0.5869950681018465,0.9099201486998026,0.8050273645389823
171.5,0.623064301931091,0.5785803438309257,0.8999520207969366,0.7895904444374985
172.5,0.6099199404557181,0.5708480768905052,0.8892718253495875,0.7733165851611122
173.5,0.5970862743026457,0.5608531262951354,0.8757661575158381,0.7568196959153309
174.5,0.5840235502382942,0.5516824431354141,0.8612708528315203,0.7388554702572967
175.5,0.5708955893456119,0.5411676907253851,0.8467530277618491,0.7221774811720585
176.5,0.5576532370393836,0.5309806383352438,0.8303071450755674,0.704346364765351
177.5,0.5443457491847375,0.5197396689318571,0.8136721673825481,0.686650101517755
178.5,0.5312638739956367,0.5078412510282287,0.7948436030259537,0.6674575075116721
179.5,0.5188034348619776,0.4960306128469875,0.7762976485795862,0.6480775001140691
180.5,0.5049679538675881,0.48428845922130115,0.7570809365528843,0.6289223963940608
181.5,0.49222979382054033,0.4712564557683228,0.7374035828556809,0.6082718526433988
182.5,0.4789481794850113,0.45927904145985016,0.7167650541211935,0.5870667700487003
183.5,0.4658192570897003,0.44654891336048125,0.696489781712461,0.5656787057349473
184.5,0.45225069616050684,0.434608325321311,0.6764986417379113,0.5447105589573752
185.5,0.4387198281020758,0.4226188509818202,0.6557497672939627,0.5225600647895663
186.5,0.4254191350560105,0.4109632820137237,0.635625581905419,0.5002286776981478
187.5,0.41226765991061415,0.3991942923810099,0.6154392170258947,0.47761709780416023
188.5,0.3981993255784542,0.38806293060329383,0.5955653055489181,0.45573313050482855
189.5,0.38452934847332604,0.37701074944672036,0.5758959512897542,0.43274184668695953
190.5,0.3706627866020712,0.36697991767543475,0.5569146513910098,0.40985063168440194
191.5,0.35732160221981263,0.356436088837252,0.5377296980468762,0.38795724021678046
192.5,0.3438690035103169,0.346977685988223,0.5187384232096685,0.36590034162162316
193.5,0.33035201597428304,0.3372575195044143,0.499669617717563,0.3437690676800875
194.5,0.31696603720380073,0.32807281542170313,0.4805075184157439,0.3219463584528957
195.5,0.3038877855922428,0.318980771222768,0.46164877476599436,0.3005853727232304
196.5,0.2907748318626998,0.31043063565060813,0.4436209794297599,0.27974383025996713
197.5,0.27756694125022996,0.30231316234194516,0.42469658470770344,0.2593025323335068
198.5,0.2645128094179467,0.29398163360590773,0.4065733063599745,0.2386783930895914
199.5,0.2517976369880099,0.28564052332294076,0.3882846357223705,0.21871321548397538
200.5,0.23896560669605524,0.2777414440812506,0.3708161489538869,0.19940194253713955
201.5,0.22583999928714552,0.2698768804173811,0.3534471077659294,0.18066378391424665
202.5,0.21272611682149498,0.261956744802765,0.335887753430974,0.16223703112179347
